kanda,sarga,shloka,shloka_text,explanation
Ayodhya Kanda,41,3,न क्रुध्यत्यभिशप्तोऽपि क्रोधनीयानि वर्जयन्। क्रुद्धान्प्रसादयन्सर्वान् समदुःखः क्व गज्छति।।2.41.3।।,"Where is he who, even if reviled, never gets angry, never does acts that provoke anger, pacifies those who are enraged and shares the sorrows of others going now?"
Ayodhya Kanda,41,4,कौशल्यायां महातेजा यथा मातरि वर्तते। तथा यो वर्ततेऽस्मासु महात्मा क्व नु गच्छति।।2.41.4।।,"Where is he, that effulgent, magnanimous one who treated us (with the same respect) as he treated his mother Kausalya, going now?"
Ayodhya Kanda,41,5,कैकेय्या क्लिश्यमानेन राज्ञा सञ्चोदितो वनम्। परित्राता जनस्यास्य जगतः क्व नु गच्छति।।2.41.5।।,"Tormented by Kaikeyi, the king ordered him to go to the forest. Where is he, who happened to be the protector of the people of this world, going now?"
Ayodhya Kanda,41,6,अहो निश्चेतनो राजा जीवलोकस्य सम्प्रियम्। धर्म्यं सत्यव्रतं रामं वनवासे प्रवत्स्यति।।2.41.6।।,"Alas, the king must be devoid of any sense as he is sending away Rama, who is dear to the world, is righteous and truthful, to dwell in the forest."
Ayodhya Kanda,41,7,इति सर्वा महिष्यस्ता विवत्सा इव धेनवः। रुरुदुश्चैव दुःखार्ताः सस्वरं च विचुक्रुशुः।।2.41.7।।,So wept aloud the anguished wives of the king like cows separated from their calves.
Ayodhya Kanda,41,8,स तमन्तः पुरे घोरमार्तशब्दं महीपतिः। पुत्रशोकाभिसन्तप्तः श्रुत्वा चासीत्सुदुःखितः।।2.41.8।।,"Upon hearing the dreadful wailing from the inner apartments of the palace, the king already devasted at the separation from his son, grew even more distressed."
Ayodhya Kanda,41,9,नाग्निहोत्राण्यहूयन्त नापचन् गृहमेधिनः अकुर्वन्न प्रजाः कार्यं सूर्यश्चान्तरधीयत।।2.41.9।।,The sacred fire in agnihotra sacrifices was not invoked householders did not cook their food the people did not attend to their daily chores. And the Sun set.
Ayodhya Kanda,41,10,व्यसृजन् कबलान्नागा गावो वत्सान्न पाययन्। पुत्रं प्रथमजं लब्ध्वा जननी नाभ्यनन्दत।।2.41.10।।,Elephants dropped their morsel of food. Cows did not suckle their calves. Even the mothers were not pleased with their firstborn sons.
Ayodhya Kanda,41,11,त्रिशङ्कुर्लोहिताङ्गश्च बृहस्पतिबुधावपि। दारुणा स्सोममभ्येत्य ग्रहास्सर्वे व्यवस्थिताः।।2.41.11।।,"The constellation Trishanku, the planets Mars, Jupiter, Mercury and other fierce planets took their position near the Moon."
Ayodhya Kanda,41,12,नक्षत्राणि गतार्चींषि ग्रहाश्च गततेजसः। विशाखास्तु सधूमाश्च नभसि प्रचकाशिरे।।2.41.12।।,The stars were shorn of their radiance. The brilliance of the planets diminished. Shrouded in smoke the Visakha constellation appeared in the sky.
Ayodhya Kanda,41,13,कालिकानिलवेगेन महोदधिरिवोत्थितः। रामे वनं प्रव्रजिते नगरं प्रचचाल तत्।।2.41.13।।,"After Rama left for the forest, dark clouds appeared (in the sky) like the (waves of) the great ocean uplifted by the speed of the wind which shook the city."
Ayodhya Kanda,41,14,दिशः पर्याकुलास्सर्वा स्तिमिरेणेव संवृताः। न ग्रहो नापि नक्षत्रं प्रचकाशे नकिञ्चन।।2.41.14।।,"As if covered with darkness, all the cardinal points became agitated. No planet, no star nor was anything (any heavenly body) shining (in the sky)."
Ayodhya Kanda,41,15,अकस्मान्नागरस्सर्वो जनो दैन्यमुपागमत्। आहारे वा विहारे वा न कश्चिदकरोन्मनः।।2.41.15।।,All of a sudden the people of the city became miserable. No one was interested in eating and enjoying (life).
Ayodhya Kanda,41,16,शोकपर्यायसन्तप्त स्सततं दीर्घमुच्छवसन्। अयोध्यायां जनस्सर्व श्शुशोच जगतीपतिम्।।2.41.16।।,"All the citizens of Ayodhya, afflicted with a series of grief and heaving deep sighs  ceaselessly bewailed at the sight of the lord of the world (Dasaratha)."
Ayodhya Kanda,41,17,बाष्पपर्याकुलमुखो राजमार्गगतो जनः। न हृष्टो लक्ष्यते कश्चित्सर्व श्शोकपरायणः।।2.41.17।।,The faces of the people on the highway were turbid with tears. None looked happy. All were plunged in sorrow.
Ayodhya Kanda,41,18,न वाति पवन श्शीतो न शशी सौम्यदर्शनः। न सूर्यस्तपते लोकं सर्वं पर्याकुलं जगत्।।2.41.18।।,The breeze did not blow cool. No more did the Moon look pleasant. The Sun did not give warmth to the world. All the world was agitated.
Ayodhya Kanda,41,19,अनर्थिनस्सुताः स्त्रीणां भर्तारो भ्रातरस्तथा। सर्वे सर्वं परित्यज्य राममेवान्वचिन्तयन्।।2.41.19।।,Mothers stopped thinking of their sons and husbands of their wives. Brothers were no longer interested in each other. Every one deserted every one and thought only of Rama.
Ayodhya Kanda,41,20,ये तु रामस्य सुहृद स्सर्वे ते मूढचेतसः। शोकभारेण चाक्रान्ता श्शयनं न जहुस्तदा।।2.41.20।।,All the friends of Rama were stupefied. Afflicted with the burden of sorrow they did not leave their bed.
Ayodhya Kanda,41,21,ततस्त्वयोध्या रहिता महात्मना पुरन्दरेणेव मही सपर्वता। चचाल घोरं भयशोकपीडिता सनागयोधाश्वगणा ननाद च।।2.41.21।।,"Without magnanimous Rama, Ayodhya thereafter looked like the earth along with its mountains bereft of Indra. Afflicted with fear and sorrow it started shaking dreadfully with the sounds of horses, elephants and warriors. इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे एकचत्वारिंशस्सर्गः।। Thus ends the fortyfirst sarga of Ayodhyakanda of  the holy Ramayana, the first epic composed by sage Valmiki."
Ayodhya Kanda,42,1,यावत्तु निर्यतस्तस्य रजोरूपमदृश्यत। नैवेक्ष्वाकुवरस्तावत्सञ्जहारात्मचक्षुषी।।2.42.1।।,"As long as the dust raised by the wheels of the chariot of Rama (who was departing to the forest) was visible, Dasaratha, the best of the Ikshvakus, could not withdraw his eyes (from  Rama)."
Ayodhya Kanda,42,2,यावद्राजा प्रियं पुत्रं पश्यत्यत्यन्तधार्मिकम्। तावद्व्यवर्धते वास्य धरण्यां पुत्रदर्शने।।2.42.2।।,"So long as king Dasaratha was able to see his exceedingly virtuous and beloved  son (Rama), it appeared that his body kept rising from the earth to have a sight of his son."
Ayodhya Kanda,42,3,न पश्यति रजोऽप्यस्य यदा रामस्य भूमिपः। तदाऽऽर्तश्च विषण्णश्च पपात धरणीतले।।2.42.3।।,"When the king could no longer see even the dust, he fell on the ground, despondent and grief stricken."
Ayodhya Kanda,42,4,तस्य दक्षिणमन्वागात्कौसल्या बाहुमङ्गना। वामं चास्यान्वगात्पार्श्वं कैकेयी भरतप्रिया।।2.42.4।।,Kausalya reached for the right hand of Dasaratha (to raise him up) and Kaikeyi the beloved (mother) of Bharata reached for his left.
Ayodhya Kanda,42,5,तां नयेन च सम्पन्नो धर्मेण विनयेन च। उवाच राजा कैकेयीं समीक्ष्य व्यथितेन्द्रियः।।2.42.5।।,"The king, endowed with rectitude, virtue and also humility, stared at  and said to Kaikeyi with pain."
Ayodhya Kanda,42,6,कैकेयि मा ममाङ्गानि स्प्राक्षीस्त्वं दुष्टचारिणी। न हि त्वां द्रष्टुमिच्छामि न भार्या न च बान्धवी।।2.42.6।।,O Kaikeyi you are a woman of evil conduct. Do not touch my body. I do not wish to see you. You are not my wife or my relation.
Ayodhya Kanda,42,7,ये च त्वामनुजीवन्ति नाहं तेषां न ते मम। केवलार्थपरां हि त्वां त्यक्तधर्मां त्यजाम्यहम्।।2.42.7।।,Your dependents have nothing to do with me nor I with them. I denounce you since you are a selfseeker without any sense off righteousness.
Ayodhya Kanda,42,8,अगृह्णां यच्च ते पाणिमग्निं पर्यणयं च यत्। अनुजानामि तत्सर्वमस्मिन् लोके परत्र च।।2.42.8।।,"I renounce the relationship established with you through marriage by taking your hand and circumambulating the fire, both in this world and in the next."
Ayodhya Kanda,42,9,भरतश्चेत्प्रतीतः स्याद्राज्यं प्राप्येदमव्ययम्। यन्मे स दद्यात्पित्रर्थं मामां तद्दत्तमागमत्।।2.42.9।।,"If Bharata feels pleased to secure this imperishable kingdom, then may his obsequial offerings at my funeral not reach me"
Ayodhya Kanda,42,10,अथ रेणुसमुध्वस्तं समुत्थाप्य नराधिपम्। न्यवर्तत तदा देवी कौशल्या शोककर्शिता।।2.42.10।।,"Then Kausalya, emaciated due to sorrow, lifted the king who was thoroughly coated with dust and returned to the palace."
Ayodhya Kanda,42,11,हत्वेव ब्राह्मणं कामात् स्पृष्ट्वाग्निमिव पाणिना। अन्वतप्यत धर्मात्मा पुत्रं सञ्चिन्त्य तापसम् ।।2.42.11।।,"That virtuous Dasaratha, recalling (the sight of) his son with the robes of an ascetic, burned with remorse as if he had intentionally slain a brahmin or placed his hand in fire."
Ayodhya Kanda,42,12,निवृत्त्यैव निवृत्त्यैव सीदतो रथवर्त्मसु। राज्ञो नातिबभौ रूपं ग्रस्तस्यांशुमतो यथा।।2.42.12।।,"Turning back again and again at the trail of (Rama's) chariot, the grieving king appeared lustreless like the Sun in eclipse."
Ayodhya Kanda,42,13,विललाप च दुःखार्तः प्रियं पुत्रमनुस्मरन्। नगरान्तमनुप्राप्तं बुध्वा पुत्रमथाब्रवीत्।।2.42.13।।,"The griefstricken king began to lament thinking of his beloved son, and (suddenly) realizing that his son had crossed the limits of the city, said:"
Ayodhya Kanda,42,14,वाहननां च मुख्यानां वहतां तं ममात्मजम्। पदानि पथि दृश्यन्ते स महात्मा न दृश्यते।।2.42.14।।,I can see the marks of the hooves of the splendid horses carrying my son on the highway but not that magnanimous Rama.
Ayodhya Kanda,42,15,यः सुखेषूपधानेषु शेते चन्दनरूषितः। वीज्यमानो महार्हाभिः स्त्रीभिर्मम सुतोत्तमः।।2.42.15।। स नूनं क्वचिदेवाद्य वृक्षमूलमुपाश्रितः। काष्ठं वा यदि वाश्मानमुपधाय शयिष्यते।।2.42.16।।,"Rama, the best of all my sons who, smeared with sandalpaste and fanned by graceful women used to sleep (with his head) on comfortable cushions will surely, from now on, lie down somewhere at the foot of a tree, (his head) pillowed upon a piece of wood or stone."
Ayodhya Kanda,42,16,यः सुखेषूपधानेषु शेते चन्दनरूषितः। वीज्यमानो महार्हाभिः स्त्रीभिर्मम सुतोत्तमः।।2.42.15।। स नूनं क्वचिदेवाद्य वृक्षमूलमुपाश्रितः। काष्ठं वा यदि वाश्मानमुपधाय शयिष्यते।।2.42.16।।,"Rama, the best of all my sons who, smeared with sandalpaste and fanned by graceful women used to sleep (with his head) on comfortable cushions will surely, from now on, lie down somewhere at the foot of a tree, (his head) pillowed upon a piece of wood or stone."
Ayodhya Kanda,42,17,उत्थास्यति च मेदिन्याः कृपणः पांसुकुण्ठितः। विनिश्श्वसन् प्रस्रवणात्करेणूनामिवर्षभः।।2.42.17।।,"That unfortunate Rama, having been covered with dust, will get up from the ground sighing like a bull elephant rising from mount Prasravana."
Ayodhya Kanda,42,18,द्रक्ष्यन्ति नूनं पुरुषा दीर्घबाहुं वनेचराः। राममुत्थाय गच्छन्तं लोकनाथमनाथवत्।।2.42.18।।,"Surely the forestrovers will be gazing upon the longarmed Rama, protector of the world, as he rises (from the ground) and wanders in the jungle unprotected."
Ayodhya Kanda,42,19,सा नूनं जनकस्येष्टा सुता सुखसदोचिता। कण्टकाक्रमणाक्लान्ता वनमद्य गमिष्यति।।2.42.19।।,"Sita, beloved daughter of Janaka, who is accustomed to comforts, will now wander in the forest troubled by piercing thorns."
Ayodhya Kanda,42,20,अनभिज्ञा वनानां सा नूनं भयमुपैष्यति। श्वापदानर्दितं श्रुत्वा गम्भीरं रोमहर्षणम्।।2.42.20।।,"Sita who knows not the forest will now live in terror, listening to the hairraising, horrible roars of wild animals."
Ayodhya Kanda,42,21,सकामा भव कैकेयि विधवा राज्यमावस। न हि तं पुरुषव्याघ्रं विना जीवितुमुत्सहे।।2.42.21।।,"O Kaikeyi, your desire is fulfilled.  Rule the kingdom as a widow. Without Rama, the best of men, I don't desire to live."
Ayodhya Kanda,42,22,इत्येवं विलपन् राजा जनौघेनाभिसंवृतः। अपस्नात इवारिष्टं प्रविवेश पुरोत्तमम्।।2.42.22।।,"Thus the king, who looked like one after the inauspicious (funeral) bath, surrounded by streams of people entered the most beautiful city (Ayodhya) which portended misfortune."
Ayodhya Kanda,42,23,शून्यचत्वरवेश्मान्तां संवृतापणदेवताम्। क्लान्तदुर्बलदुःखार्तां नात्याकीर्णमहापथाम्।।2.42.23।। तामवेक्ष्य पुरीं सर्वां राममेवानुचिन्तयन्। विलपन् प्राविशद्राजा गृहं सूर्य इवाम्बुदम्।।2.42.24।।,"There the mansions and squares on the highways were all deserted. The temples and marketplaces were closed. The people were weak, fatigued and tormented with grief. The highways were not much crowded. Having seen such a sight of the city on all sides, lamenting and brooding over Rama, Dasaratha entered his palace like the Sun plunging into a cloud."
Ayodhya Kanda,42,24,शून्यचत्वरवेश्मान्तां संवृतापणदेवताम्। क्लान्तदुर्बलदुःखार्तां नात्याकीर्णमहापथाम्।।2.42.23।। तामवेक्ष्य पुरीं सर्वां राममेवानुचिन्तयन्। विलपन् प्राविशद्राजा गृहं सूर्य इवाम्बुदम्।।2.42.24।।,"There the mansions and squares on the highways were all deserted. The temples and marketplaces were closed. The people were weak, fatigued and tormented with grief. The highways were not much crowded. Having seen such a sight of the city on all sides, lamenting and brooding over Rama, Dasaratha entered his palace like the Sun plunging into a cloud."
Ayodhya Kanda,42,25,महाह्रदमिवाक्षोभ्यं सुपर्णेन हृतोरगम्। रामेण रहितं वेश्म वैदेह्या लक्ष्मणेन च।।2.42.25।।,"The palace without Rama, Lakshmana and Sita, stood like a vast, unperturbed lake with serpents snatched away by Suparna (Garuda)."
Ayodhya Kanda,42,26,अथ गद्गदशब्दस्तु विलपन्मनुजाधिपः। उवाच मृदुमन्दार्थं वचनं दीनमस्वरम्।।2.42.26।।,"Thereupon Dasaratha lamenting with his throat choked addressed (his attendants) in a low, feeble, melancholic, gentle voice:"
Ayodhya Kanda,42,27,कौशल्यायां गृहं शीघ्रं राममातुर्नयन्तु माम्। न ह्यन्यत्र ममाश्वासो हृदयस्य भविष्यति।।2.42.27।।,"Take me quickly to the apartment of Rama's mother, Kausalya. There is no other place where my heart can find solace."
Ayodhya Kanda,42,28,इति ब्रुवन्तं राजानमनयन् द्वारदर्शिनः। कौशल्याया गृहं तत्र न्यवेश्यत विनीतवत्।।2.42.28।।,"Having heard the king, the doorkeepers took  him to the apartment of Kausalya and  there respectfully made him rest."
Ayodhya Kanda,42,29,ततस्तस्य प्रविष्टस्य कौशल्याया निवेशनम्। अधिरुह्यापि शयनं बभूव लुलितं मनः।।2.42.29।।,His mind tossed restlessly although he entered Kausalya's palace and climbed into the couch.
Ayodhya Kanda,42,30,पुत्रद्वयविहीनं च स्नुषयापि विवर्जितम्। अपश्यद्भवनं राजा नष्टचन्द्रमिवाम्बरम्।।2.42.30।।,"To the king, the palace deserted by his two sons and his daughterinlaw, seemed like the sky without the Moon."
Ayodhya Kanda,42,31,तच्च दृष्ट्वा महाराजो भुजमुद्यम्य वीर्यवान्। उच्चैस्स्वरेण चुक्रोश हा राघव जहासि माम्।।2.42.31।।,"The valiant maharaja looked around that palace, lifted up his arms and shouted in a loud voice, Oh scion of the Raghus (Rama) you have forsaken me."
Ayodhya Kanda,42,32,सुखिता बत तं कालं जीविष्यन्ति नरोत्तमाः। परिष्वजन्तो ये रामं द्रक्ष्यन्ति पुनरागतम्।।2.42.32।।,Oh how fortunate are those best of men who will live until that time to see Rama return and embrace him.
Ayodhya Kanda,42,33,अथ रात्र्यां प्रपन्नायां कालरात्र्यामिवात्मनः। अर्धरात्रे दशरथः कौशल्यामिदमब्रवीत्।।2.42.33।।,"In the middle of the night which, for him, felt like the night of death Dasaratha said to Kausalya thus:"
Ayodhya Kanda,42,34,रामं मेऽनुगता दृष्टिरद्यापि न निवर्तते। न त्वा पश्यामि कौसल्ये साधु मां पाणिना स्पृश।।2.42.34।।,"O Kausalya, my sight that had followed Rama has not yet returned. I cannot see you clearly. Please touch me with your hand."
Ayodhya Kanda,42,35,तं राममेवानुविचिन्तयन्तं समीक्ष्य देवी शयने नरेन्द्रम्। उपोपविश्याधिकमार्तरूपा विनिश्वसन्ती विललाप कृच्छ्रम्।।2.42.35।।,"Having seen the king in bed brooding over Rama, the queen, (Kausalya), sitting by his side, sighed and lamented, deeply anguished. इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे द्विचत्वारिंशस्सर्गः।। Thus ends the fortysecond sarga of Ayodhyakanda of  the holy Ramayana, the first epic composed by sage Valmiki."
Ayodhya Kanda,43,1,ततः समीक्ष्य शयने सन्नं शोकेन पार्थिवम्। कौशल्या पुत्रशोकार्ता तमुवाच महीपतिम्।।2.43.1।।,"Struck by the grief of her son's departure, Kausalya looked at the king who lay on the couch completely exhausted and said to him."
Ayodhya Kanda,43,2,राघवे नरशार्दूले विषमुप्त्वाहिजिह्मगा। विचरिष्यति कैकेयी निर्मुक्तेव हि पन्नगी।।2.43.2।।,"Moving crookedly like a snake, Kaikeyi has released her venom on Rama, the best among men. Now she will move about freely like a sheserpent that has cast off its slough."
Ayodhya Kanda,43,3,विवास्य रामं सुभगा लब्धकामा समाहिता। त्रासयिष्यति मां भूयो दुष्टाहिरिव वेश्मनि।।2.43.3।।,"Having banished Rama, she is now happy with her desires fulfilled. And like a vicious serpent living in the house she will again frighten me."
Ayodhya Kanda,43,4,अथ स्म नगरे रामश्चरन् भैक्षं गृहे वसेत्। कामकारो वरं दातुमपि दासं ममात्मजम्।।2.43.4।।,It would have been better had I offered her my son as a slave. He would have lived on in the house by doing his duties and begging his food in the city.
Ayodhya Kanda,43,5,पातयित्वा तु कैकेय्या रामं स्थानाद्यथेष्टतः। प्रदिष्टो रक्षसां भागः पर्वणीवाहिताग्निना।।2.43.5।।,"You have thrown away Rama from his place as per the whim of Kaikeyi, like the share of offering meant for gods given away to rakshasas by the sacrificers on the new Moon days."
Ayodhya Kanda,43,6,गजराजगतिर्वीरो महाबाहुर्धनुर्धरः। वनमाविशते नूनं सभार्य स्सह लक्ष्मणः।।2.43.6।।,"My mightyarmed son, a great archer and a hero, Rama whose gait is like that of the king of elephants, must be entering the forest along with his consort Sita and Lakshmana."
Ayodhya Kanda,43,7,वने त्वदृष्टदुःखानां केकय्यानुमते त्वया। त्यक्तानां वनवासाय कान्ववस्था भविष्यति।।2.43.7।।,"You have banished them as per the desire of Kaikeyi. What will be their plight in the forest, for they have never experienced any hardship earlier"
Ayodhya Kanda,43,8,ते रत्नहीनास्तरुणाः फलकाले विवासिताः। कथं वत्स्यन्ति कृपणाः फलमूलैः कृताशनाः।।2.43.8।।,"Deprived of all costly things they have been banished at the tender age of youth, a time for enjoying their lives. How will they lead a miserable life subsisting on fruits and roots?"
Ayodhya Kanda,43,9,अपीदानीं स कालस्स्यान्मम शोकक्षय श्शिवः। सभार्यं यत्सह भ्रात्रा पश्येयमिह राघवम्।।2.43.9।।,Will there ever be that auspicious moment to end my sorrow? When I can see  Rama here along with his wife and brother?
Ayodhya Kanda,43,10,श्रृत्वैवोपस्थितौ वीरौ कदायोध्या भविष्यति। यशस्विनी हृष्टजना सूच्छ्रितध्वजमालिनी।।2.43.10।।,When will the city of Ayodhya attain that glory when having heard that both the brave brothers have come back the people will rejoice and fill it with uplifted banners?
Ayodhya Kanda,43,11,कदा प्रेक्ष्य नरव्याघ्रावरण्यात्पुनरागतौ। नन्दिष्यति पुरी हृष्टा समुद्र इव पर्वणि।।2.43.11।।,"When will, like the swelling sea on a full Moon day, the city hail the return of Rama and Lakshmana, the best among men?"
Ayodhya Kanda,43,12,कदाऽयोध्यां महाबाहुः पुरीं वीरः प्रवेक्ष्यति। पुरस्कृत्य रथे सीतां वृषभो गोवधूमिव।।2.43.12।।,"When will the mightyarmed hero (Rama) enter the city of Ayodhya with Sita in front in the chariot, like a bull following the cow?"
Ayodhya Kanda,43,13,कदा प्राणिसहस्राणि राजमार्गे ममात्मजौ। लाजैरवकिरिष्यन्ति प्रविशन्तावरिन्दमौ।।2.43.13।।,"When will the people in their thousands shower the parched grain on the highway when my sons (Rama and Lakshmana), subduers of enemies, enter the city?"
Ayodhya Kanda,43,14,प्रविशन्तौ कदाऽयोध्यां द्रक्ष्यामि शुभकुण्डलौ। उदग्रायुधनिस्त्रिंशौ सश्रृङ्गाविव पर्वतौ।।2.43.14।।,"When shall I see both of them wearing auspicious earrings and holding poweful weapons (bows) and swords high, like two mountain peaks?"
Ayodhya Kanda,43,15,कदासुमनसः कन्याद्विजातीनां फलानि च। प्रदिशन्तः पुरीं हृष्टाः करिष्यन्ति प्रदक्षिणम्।।2.43.15।।,When will I see them delightfully moving round the city with young brahmin girls offering them flowers and fruits.
Ayodhya Kanda,43,16,कदा परिणतो बुद्ध्या वयसा चामरप्रभः। अभ्युपैष्यति धर्मज्ञस्त्रिवर्ष इव मां ललन्।।2.43.16।।,"When will Rama, the knower of righteousness, possessing the lustre of gods, and fully mature in age and wisdom come back to me playfully like a threeyearold boy?"
Ayodhya Kanda,43,17,निस्संशयं मया मन्ये पुरा वीर कदर्यया। पातुकामेषु वत्सेषु मातृ़णां शातितास्स्तनाः।।2.43.17।।,"O valiant one, in my previous birth I must have undoubtedly hacked off the udders of cows when the calves were thirsting for milk from their mothers."
Ayodhya Kanda,43,18,साहं गौरिव सिंहेन विवत्सा वत्सला कृता। कैकेय्या पुरुषव्याघ्र बालवत्सेव गौर्बलात्।।2.43.18।।,O best of men I have been forcibly separated from my affectionate son by Kaikeyi just like a cow from its calf by a lion.
Ayodhya Kanda,43,19,न हि तावद्गुणैर्जुष्टं सर्वशास्त्रविशारदम्। एकपुत्रा विना पुत्रमहं जीवितुमुत्सहे।।2.43.19।।,I cannot live without my only son who is adept in all scriptures and endowed with all virtues.
Ayodhya Kanda,43,20,न हि मे जीविते किञ्चित्सामर्थ्यमिह कल्प्यते। अपश्यन्त्याः प्रियं पुत्रं महाबाहुं महाबलम्।।2.43.20।।,"Without seeing my beloved son, longarmed and mighty, I have but little strength to live in this world."
Ayodhya Kanda,43,21,अयं हि मां दीपयते समुत्थितः तनूजशोकप्रभवो हुताशनः। महीमिमां रश्मिभिरुद्धतप्रभः यथा निदाघे भगवान् दिवाकरः।।2.43.21।।,"I am consumed by this blazing fire of grief caused by separation from my son like the earth scorched in summer by the Sungod with his oppressive rays इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे त्रिचत्वारिंशस्सर्गः।। Thus ends the fortythird sarga of Ayodhyakanda of  the holy Ramayana, the first epic composed by sage Valmiki."
Ayodhya Kanda,44,1,विलपन्ती तथा तां तु कौसल्यां प्रमदोत्तमाम्। इदं धर्मे स्थिता धर्म्यं सुमित्रा वाक्यमब्रवीत्।।2.44.1।।,"While Kausalya, the best of women was thus lamenting, virtuous Sumitra spoke to her these righteous words:"
Ayodhya Kanda,44,2,तवार्ये सद्गुणैर्युक्तः पुत्र स्स पुरुषोत्तमः। किं ते विलपितेनैवं कृपणं रुदितेन वा।।2.44.2।।,"My venerable lady, your son Rama is the greatest among men and is endowed with every virtue. Why do you lament in this way? Why do you weep bitterly?"
Ayodhya Kanda,44,3,यस्तवार्ये गतः पुत्रस्त्यक्त्वा राज्यं महाबलः। साधु कुर्वन् महात्मानं पितरं सत्यवादिनम्।।2.44.3।। शिष्टैराचरिते सम्यक्छश्वत्प्रेत्यफलोदये। रामो धर्मे स्थित श्रेष्ठो न स शोच्यः कदाचन।।2.44.4।।,"In order to vindicate the words of his great and truthful father, O noble lady,your mighty son has renounced the kingdom and has gone (to the forest). He has stuck to the path so scrupulously followed by the wise, the everlasting results of which can be fully realised in the world to come. Such a peerless son is never to be grieved over."
Ayodhya Kanda,44,4,यस्तवार्ये गतः पुत्रस्त्यक्त्वा राज्यं महाबलः। साधु कुर्वन् महात्मानं पितरं सत्यवादिनम्।।2.44.3।। शिष्टैराचरिते सम्यक्छश्वत्प्रेत्यफलोदये। रामो धर्मे स्थित श्रेष्ठो न स शोच्यः कदाचन।।2.44.4।।,"In order to vindicate the words of his great and truthful father, O noble lady,your mighty son has renounced the kingdom and has gone (to the forest). He has stuck to the path so scrupulously followed by the wise, the everlasting results of which can be fully realised in the world to come. Such a peerless son is never to be grieved over."
Ayodhya Kanda,44,5,वर्तते चोत्तमां वृत्तिं लक्ष्मणोऽस्मिन् सदानघः। दयावान् सर्वभूतेषु लाभस्तस्य महात्मनः।।2.44.5।।,"Blameless Lakshmana, compassionate to all beings, has acted most nobly in this matter for the benefit of his great soul."
Ayodhya Kanda,44,6,अरण्यवासे यद्दुःखं जानती वै सुखोचिता। अनुगच्छति वैदेही धर्मात्मानं तवात्मजम्।।2.44.6।।,The daughter of Videha (Sita) who was used to comforts has knowingly followed your virtuous son into the hardships of forest life.
Ayodhya Kanda,44,7,कीर्तिभूतां पताकां यो लोके भ्रमयति प्रभुः। धर्मसत्यव्रतधनः किं न प्राप्तस्तवात्मजः।।2.44.7।।,"Your allcompetent son who considers righteousness and truth as wealth, is waving  the flag of fame in this world. What is that which your son did not gain ?"
Ayodhya Kanda,44,8,व्यक्तं रामस्य विज्ञाय शौचं माहात्म्यमुत्तमम्। न गात्रमंशुभि स्सूर्य स्सन्तापयितुमर्हति।।2.44.8।।,Knowing Rama's sterling purity and greatness the Sun evidently dare not scorch his body with its rays.
Ayodhya Kanda,44,9,शिवस्सर्वेषु कालेषु काननेभ्यो विनिस्सृतः। राघवं युक्तशीतोष्णस्सेविष्यति सुखोऽनिलः।।2.44.9।।,A pleasant yet moderately hot and cold breeze blowing through the woodlands will serve Rama at all seasons.
Ayodhya Kanda,44,10,शयानमनघं रात्रौ पितेवाभिपरिष्वजन्। रश्मिभि स्संस्पृशन् शीतैश्चन्द्रमाह्लादयिष्यति।।2.44.10।।,"While that sinless Rama sleeps at night, the Moon will comfort him by touching him with cool beams like a father embracing his son."
Ayodhya Kanda,44,11,ददौ चास्त्राणि दिव्यानि यस्मै ब्रह्मा महौजसे। दानवेन्द्रं हतं दृष्ट्वा तिमिध्वजसुतं रणे।।2.44.11।। स शूरः पुरुषव्याघ्रः स्वबाहुबलमाश्रितः। असन्त्रस्तोऽप्यरणस्थो वेश्मनीव निवत्स्यति।।2.44.12।।,"To the mighty, heroic Rama, that best of men, Brahmalike Viswamitra has bequeathed many divine weapons, seeing him slay Timidhwaja's son (Subahu), lord of demons, in the battle. He will stay fearless in the forest, relying on the strength of his own arms as though he were living in the palace."
Ayodhya Kanda,44,12,ददौ चास्त्राणि दिव्यानि यस्मै ब्रह्मा महौजसे। दानवेन्द्रं हतं दृष्ट्वा तिमिध्वजसुतं रणे।।2.44.11।। स शूरः पुरुषव्याघ्रः स्वबाहुबलमाश्रितः। असन्त्रस्तोऽप्यरणस्थो वेश्मनीव निवत्स्यति।।2.44.12।।,"To the mighty, heroic Rama, that best of men, Brahmalike Viswamitra has bequeathed many divine weapons, seeing him slay Timidhwaja's son (Subahu), lord of demons, in the battle. He will stay fearless in the forest, relying on the strength of his own arms as though he were living in the palace."
Ayodhya Kanda,44,13,यस्येषुपथमासाद्य विनाशं यान्ति शत्रवः। कथं न पृथिवी तस्य शासने स्थातुमर्हति।।2.44.13।।,"When enemies who are targets of his arrows are destoyed, how can this earth, not stay under the command of Rama?"
Ayodhya Kanda,44,14,या श्री श्शौर्यं च रामस्य या च कल्याणसत्वता। निवृत्तारण्यवास स्स क्षिप्रं राज्यमवाप्स्यति।।2.44.14।।,"On return from his sojourn in the forest, Rama, endowed with splendour, valour and a strength that brings wellbeing will quickly regain his kingdom."
